,Kaupunginosa ,Huoneisto,Talot. ,m2 ,Vh € ,€/m2 ,Rv ,Krs ,Hissi ,Kunto ,Tontti ,Energial. ,postcode
38,Karakallio,"4 h, k, rt, vh,...",kt,9650,140000,1451,1971,2/3,ei,tyyd.,oma,D2007,02620
39,Laaksolahti,"5h, k, rt, khh,...",ok,15400,690000,4481,2004,-1/1,ei,hyvä,oma,,02620
40,Laaksolahti,6 h+k+rt+khh+s+...,ok,22200,854000,3847,2009,-1/2,ei,hyvä,oma,B,02620
41,Laaksolahti,"4 h, k, rt, s, ...",ok,16400,718500,4381,2004,-1/2,ei,hyvä,oma,C2018,02620
42,Rastaspuisto,"4h, k, kph, s, ...",rt,9150,314000,3432,1994,1/2,ei,hyvä,oma,E2013,02620
43,Rastaspuisto,4h+k+kph+s+wc+k...,rt,10000,319000,3190,1997,2/2,ei,tyyd.,oma,E2007,02620
44,Rastaspuisto,4 h + k + s,kt,8350,285000,3413,2008,1/4,on,hyvä,oma,,02620
45,Laaksolahti,"6h, k, rt, s, k...",ok,17700,575000,3249,2005,1/2,ei,hyvä,oma,E,02620
46,Laaksolahti/rastaala,5h+k+2kph+2wc+k...,rt,12750,483000,3788,2006,2/2,ei,hyvä,oma,C2007,02620
47,Karakallio,5h+k+kph+wc+p,kt,9850,265903,2700,1968,1/4,on,hyvä,oma,D2007,02620
48,Karakallio,"4h, k, kph, eri...",kt,8500,201072,2366,1967,3/5,on,tyyd.,oma,D2013,02620
49,Rastaala,"5h, k, s, takka...",rt,10500,360442,3433,2007,1/2,ei,hyvä,oma,D2007,02620
50,Karakallio,"4-5h,k,kph,wc",rt,9700,280000,2887,1981,2/2,ei,tyyd.,oma,D2007,02620
51,Rastaspuisto,"4h, k, s",kt,8350,305000,3653,2008,4/4,on,hyvä,oma,,02620
52,Karakallio,"5h, k",rt,11500,245000,2130,1969,1/2,ei,hyvä,oma,F2007,02620
53,,"4h,k, sauna-kph...",ok,11500,280000,2435,1970,1/1,ei,tyyd.,oma,D2018,02620
54,,"6h,k,autovaja",ok,16420,170000,1035,1961,1/1,ei,huono,oma,C2018,02620
55,,,,,,,,,,,,,02620
0,,,,,,,,,,,,,02630
1,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,02630
2,"Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.",02630
3,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,02630
4,"Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.",02630
5,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,02630
6,Kilo,"3h, k, kph, par...",kt,7950,204000,2566,1984,1/3,ei,hyvä,oma,F2013,02630
7,Nihtimäki,"3h, k, s, kph, ...",rt,7500,280000,3733,1985,1/2,ei,hyvä,oma,D2007,02630
8,Kilo,"3h, k, s, ulkov...",rt,7900,265000,3354,1984,1/2,ei,hyvä,oma,E2013,02630
9,Kilo,"3 h, k, s, 2xer...",rt,7500,299000,3987,1984,1/2,ei,hyvä,oma,E2013,02630
10,Kilo,3h+k+kph+wc+s,rt,8150,345000,4233,1994,1/1,ei,hyvä,oma,E2018,02630
11,Kilo,"3h, k, s, kph, wc",rt,7900,287000,3633,1984,1/2,ei,hyvä,oma,E2013,02630
12,Kilo,"3h, k, kph, par...",kt,7950,202500,2547,1984,1/3,ei,hyvä,oma,F2013,02630
13,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,02630
14,Kilo,4h+k+kph+erilli...,kt,8900,250000,2809,1986,3/3,ei,tyyd.,oma,D2007,02630
15,Kilo,4 h+k+kh+s+wc+p...,rt,9300,310000,3333,1988,1/2,ei,hyvä,oma,E,02630
16,Kilo,"4h, k, s + ulla...",rt,9050,368000,4066,1984,-1/2,ei,hyvä,oma,E2007,02630
17,Kilo,4h+k+s,rt,7800,259000,3321,1988,2/2,ei,tyyd.,oma,,02630
18,Kilo,"4,h,k,s",rt,9200,288000,3130,1988,1/-2,ei,tyyd.,oma,D2007,02630
19,,"3-4h, k, rt, th...",ok,15000,516000,3440,1997,1/2,ei,tyyd.,oma,,02630
20,,,,,,,,,,,,,02630
0,1,1,1,1,1,1,1,1,1,1,1,1,02650
1,,1,,,,,,,,,,,02650
2,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,02650
3,Leppävaara,"1h, kk",kt,2900,125000,4310,1962,3/3,ei,tyyd.,oma,F2013,02650
4,Mäkkylä,1h+kk+kph+teras...,kt,3050,134000,4393,1961,1/2,ei,hyvä,oma,G2007,02650
5,Leppävaara,"1h, kk, kph, vh",kt,2750,137000,4982,1961,1/2,ei,hyvä,oma,G2013,02650
6,Vallikallio,1h+kk+s,kt,3000,157000,5233,1985,1/4,on,tyyd.,oma,C2007,02650
7,Mäkkylä,1h+k+kph+terass...,kt,3050,149000,4885,1961,1/2,ei,hyvä,oma,G2007,02650
8,Leppävaara,"1 h, kk, kph, l...",kt,2600,149000,5731,1964,3/3,ei,hyvä,oma,,02650
9,Leppävaara,1h+kk+s+las.parv.,kt,2850,137500,4825,1985,2/6,on,hyvä,oma,F2013,02650
10,Leppävaara,1h + kk + s + parv,kt,4100,186000,4537,1990,1/3,ei,hyvä,oma,C2013,02650
11,Vallikallio,"1h, kk",kt,3400,145000,4265,1985,4/4,on,hyvä,oma,,02650
12,Leppävaara,"1h,kk",kt,3000,142500,4750,1985,2/3,ei,hyvä,oma,D2013,02650
13,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,02650
14,Vallikallio,"2h, kk, kph, pa...",kt,4500,165000,3667,1964,1/2,ei,tyyd.,oma,E,02650
15,Leppävaara,2h+kk+kph+p,kt,4300,179000,4163,1961,3/3,ei,hyvä,oma,G2007,02650
16,Leppävaara,"2h, kk, lasitet...",kt,4050,191000,4716,1964,3/3,ei,hyvä,oma,E2007,02650
17,Vallikallio,"2h, k, kph, s, ...",kt,4350,209000,4805,1995,3/3,on,hyvä,oma,E2013,02650
18,Mäkkylä,"2h, k, s, vh, p...",kt,5500,279000,5073,2012,3/8,on,hyvä,vuokra,C2013,02650
19,Leppävaara,2h+kk+kph+parv.,kt,4450,168000,3775,1980,3/3,ei,hyvä,oma,D2007,02650
20,Leppävaara,"2h, kk, s, lasi...",kt,4250,178500,4200,1985,1/4,on,hyvä,oma,C2007,02650
21,Mäkkylä,2h+kt+s,kt,4700,253000,5383,2014,1/5,on,hyvä,vuokra,B2018,02650
22,Leppävaara,"2h, kk, lasitet...",kt,4250,206000,4847,1988,2/5,on,hyvä,oma,D2013,02650
23,Leppävaara,"2h, k, kph, s, ...",kt,5550,230000,4144,1989,5/5,on,tyyd.,oma,F2013,02650
24,Leppävaara,"2h, k, s, parveke",kt,5850,170000,2906,1982,3/3,ei,tyyd.,oma,F2013,02650
25,Leppävaara,"2h, k, s",kt,4150,168000,4048,1988,1/5,on,hyvä,oma,D2007,02650
26,Vallikallio,"2 h, k, s, lasi...",kt,5150,172000,3340,1985,2/6,on,tyyd.,oma,D2007,02650
27,Leppävaara,2h+kk,kt,3800,172900,4550,1962,2/2,ei,hyvä,oma,E2007,02650
28,Vallikallio,"2h, k, s, vh, l...",kt,5800,210000,3621,1985,1/4,on,hyvä,oma,,02650
29,Leppävaara,"2h,k rt, kph,s,...",kt,5400,206000,3815,1987,2/3,ei,tyyd.,oma,D2007,02650
30,Leppävaara,"2h,k,s",kt,5550,182000,3279,1988,2/5,on,tyyd.,oma,D2007,02650
31,Leppävaara,2h+k+kph+parveke,kt,5250,191000,3638,1963,3/3,ei,hyvä,oma,E2012,02650
32,Vallikallio,"2 h, k, s, vh, ...",kt,5550,197000,3550,1985,1/3,ei,tyyd.,oma,D2007,02650
33,Leppävaara,"2h, k, s, vh, l...",kt,6150,243500,3959,1992,2/3,on,hyvä,oma,F2013,02650
34,Leppävaara,2h+k+kph+vh+et+...,kt,5800,227000,3914,1981,2/4,on,hyvä,oma,D2013,02650
35,Leppävaara,"2h,kt,s,p",kt,4400,262000,5955,2021,5/5,ei,hyvä,oma,A2018,02650
36,Leppävaara,"2h, kt, kh, s, ...",kt,4400,270900,6157,2021,6/7,ei,hyvä,oma,A2018,02650
37,Leppävaara,"2h, kt, kh, s, ...",kt,4400,281300,6393,2021,7/7,ei,hyvä,oma,A2018,02650
38,"Vallikallio, leppävaara, mäkkylä, lintuvaara","2h, k, kph, las...",kt,5250,202500,3857,1984,3/5,on,hyvä,oma,,02650
39,Mäkkylä,"2h, kt, s",kt,5500,305000,5545,2012,3/8,on,hyvä,vuokra,C2013,02650
40,Mäkkylä,"2h, kk, kph, vh...",kt,4000,165000,4125,1961,1/2,ei,hyvä,oma,G2013,02650
41,Leppävaara,2h+k+s+las.parv,kt,6000,220500,3675,1990,2/3,ei,tyyd.,oma,C2013,02650
42,Leppävaara,"2h, k, kph, las...",kt,5650,205000,3628,1962,1/3,ei,hyvä,oma,F2013,02650
43,Leppävaara,2h+k+kph+s+p,kt,5900,249000,4220,1997,2/4,ei,hyvä,oma,F2013,02650
44,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,02650
45,Leppävaara,"3h, kk, kph, la...",kt,6400,227000,3547,1965,2/2,ei,,oma,G2007,02650
46,Leppävaara,"3-4 h,avok,et,p...",kt,9050,285000,3149,1987,1/5,on,hyvä,oma,F2013,02650
47,Leppävaara,"3h, k, s",kt,6700,355000,5299,2017,6/8,on,hyvä,oma,C,02650
48,Vallikallio,"3h, k, s, erill...",kt,7650,239000,3124,1983,1/4,ei,hyvä,oma,,02650
49,Leppävaara,"3h, kt, kh, ter...",kt,7600,357600,4705,2021,1/6,on,hyvä,oma,A2018,02650
50,Leppävaara,"3h, k, s",kt,6850,273300,3990,1989,4/6,on,hyvä,oma,,02650
51,Leppävaara,"3h, k, s, vh, l...",kt,7700,215000,2792,1987,1/4,on,tyyd.,oma,F,02650
52,Mäkkylä,"3h, k, kph, s, ...",kt,7250,271000,3738,1985,1/3,ei,hyvä,oma,D2013,02650
53,Leppävaara,"3h,k,s, terassi...",kt,7100,315000,4437,1990,5/5,on,hyvä,oma,D2007,02650
54,Leppävaara,"3-4h, k, psh, s...",kt,8050,250000,3106,1987,1/6,on,tyyd.,oma,D2007,02650
55,Mäkkylä,"3 h, avok, s, e...",kt,8200,428000,5220,2009,5/8,on,hyvä,,E2013,02650
56,Leppävaara,3H+K+S,kt,7850,315000,4013,1989,3/3,ei,hyvä,oma,D,02650
57,1,1,1,1,1,1,1,1,1,1,1,1,02650
58,,1,,,,,,,,,,,02650
0,2,2,2,2,2,2,2,2,2,2,2,2,02650
1,,2,,,,,,,,,,,02650
2,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,02650
3,Leppävaara,"3h, k, s, vh, l...",kt,7200,282000,3917,1988,1/4,on,hyvä,oma,E2013,02650
4,Leppävaara,3h+k+kph+s+vh+l...,kt,6700,240000,3582,1985,4/6,on,hyvä,oma,D2007,02650
5,Leppävaara,"3h, kt, kh",kt,4900,252000,5143,2021,2/6,ei,hyvä,oma,A2018,02650
6,Leppävaara,"3h, kt, kh",kt,4900,285400,5824,2021,6/6,ei,hyvä,oma,A2018,02650
7,Leppävaara,"3h, k, s, teras...",kt,7400,310000,4189,2009,4/6,on,hyvä,oma,B2007,02650
8,Leppävaara,"3h, k, kph, sau...",kt,7200,260000,3611,1985,2/6,on,hyvä,oma,E,02650
9,Leppävaara,"3h, k, s, erill...",kt,7350,290000,3946,1986,3/5,on,hyvä,oma,D2007,02650
10,Mäkkylä,"3h, avok, kph, ...",rt,8950,370000,4134,2009,-1/2,ei,hyvä,vuokra,E2013,02650
11,Mäkkylä,"3h, avok, kh, w...",rt,8750,405000,4629,2012,2/2,ei,hyvä,oma,C2013,02650
12,Vallikallio,"3h, k, s",kt,7600,297000,3908,1988,2/5,on,hyvä,oma,D2013,02650
13,Vallikallio,3h+k,kt,7200,216000,3000,1978,3/4,on,tyyd.,oma,D2018,02650
14,Leppävaara,"3h,k,s,lasitett...",kt,6700,245501,3664,1987,2/3,on,hyvä,oma,D,02650
15,Lintuvaara,"3h, k, s-os, er...",kt,8350,348000,4168,2013,4/5,on,hyvä,oma,A2018,02650
16,Mäkkylä,3h+k+s+ph+wc+te...,kt,8650,500000,5780,2013,7/8,on,hyvä,,A2007,02650
17,"Leppävaara, mäkkylä",3-4h+k+s+erill....,kt,9800,475000,4847,2013,4/6,on,hyvä,oma,C2013,02650
18,Leppävaara,"3 h,avok,wc,kph...",kt,6500,249000,3831,1995,4/5,on,hyvä,oma,D2007,02650
19,Leppävaara,"3h, k, s, lasit...",kt,7750,447000,5768,2010,16/20,on,hyvä,,,02650
20,Leppävaara,3h+k+s+erill.wc...,kt,7300,250500,3432,1987,3/3,on,tyyd.,oma,D2013,02650
21,Leppävaara,3h+k+s+las.parv.,kt,6850,251000,3664,1987,2/3,ei,tyyd.,oma,D2007,02650
22,Leppävaara,"3h, avok., rt, ...",kt,6400,262500,4102,1965,1/2,ei,hyvä,oma,G2007,02650
23,Leppävaara,3h+k+kph+s+parveke,kt,7750,430000,5548,2010,15/20,on,hyvä,vuokra,C2007,02650
24,Leppävaara,"3h, k, s",kt,7650,432000,5647,2010,13/21,on,hyvä,,,02650
25,,"2mh,oh,k,kph,s,...",ok,10500,407500,3881,2007,1/1,ei,hyvä,oma,,02650
26,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,02650
27,Leppävaara,"4h, k, kph, s, ...",kt,7950,289000,3635,1987,2/3,on,hyvä,oma,D2007,02650
28,Leppävaara,4h+kt+s,kt,9500,479700,5049,2021,3/5,on,hyvä,oma,A2018,02650
29,Mäkkylä,"4 h, k, s, eril...",kt,10550,397000,3763,2009,3/8,on,hyvä,,E2013,02650
30,Vallikallio,"4h, k, s, wc, p",kt,8750,205000,2343,1980,1/3,on,tyyd.,oma,F2013,02650
31,Leppävaara,"4h, kt, 2x kh, ...",kt,11700,529700,4527,2021,2/6,on,hyvä,oma,A2018,02650
32,Leppävaara,"4h, k, s, erill...",kt,7950,286000,3597,1987,1/3,on,hyvä,oma,D,02650
33,Leppävaara,"5h, k, kph, s, ...",kt,12000,387000,3225,1992,2/3,ei,tyyd.,oma,F2013,02650
34,Leppävaara,"4h, k, s",kt,9050,430000,4751,2014,2/6,on,hyvä,oma,B2007,02650
35,Leppävaara,4h+k+s+terassi,kt,10400,392500,3774,1987,5/5,on,hyvä,oma,F,02650
36,Leppävaara,4h+k+s+vh+eril....,kt,8750,311000,3554,1991,3/4,on,hyvä,oma,B2007,02650
37,"Vallikallio, leppävaara",4h+kt+kph+s+eri...,kt,9800,298000,3041,1981,3/4,on,hyvä,oma,D2007,02650
38,Vallikallio,"4h,k,s,erill.wc...",kt,7950,275000,3459,1984,2/4,on,hyvä,oma,D2007,02650
39,Vallikallio,4h + k,kt,8000,235001,2938,1984,3/4,on,tyyd.,oma,E2007,02650
40,Leppävaara,"4h, k, s, erill...",kt,8350,270000,3234,1993,4/5,on,hyvä,oma,D2007,02650
41,,"6 h, k, s, 2xkp...",ok,12700,513000,4039,2003,-1/2,ei,hyvä,oma,,02650
42,,"4 h, k, s, eril...",ok,10000,425000,4250,2005,1/1,ei,hyvä,oma,,02650
43,2,2,2,2,2,2,2,2,2,2,2,2,02650
44,,2,,,,,,,,,,,02650
0,,,,,,,,,,,,,02660
1,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,02660
2,Lintuvaara,3h+kph+sauna+pa...,rt,8200,326000,3976,1994,-1/2,ei,hyvä,oma,D2013,02660
3,Lintuvaara,"3 h, k-rt, kh-s...",rt,7550,288000,3815,2002,2/2,ei,hyvä,oma,E2013,02660
4,Lintuvaara,"3h,k,s",rt,8200,320000,3902,1994,,ei,hyvä,oma,D2013,02660
5,,"3h, k, s, tkh",ok,7200,440000,6111,1964,-1/2,ei,tyyd.,oma,,02660
6,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,02660
7,Lintuvaara,5h+k+s+khh+kph ...,ok,13000,490000,3769,1998,,ei,hyvä,vuokra,D2013,02660
8,Lintuvaara,"4h, k, s/kph/wc...",rt,9050,341000,3768,1997,1/2,ei,hyvä,oma,A2013,02660
9,Lintuvaara,"2-3 h, k, 2 kph...",ok,14200,320000,2254,2000,2/2,ei,hyvä,oma,E2018,02660
10,Lintuvaara,"4h, k, s, erill...",rt,9200,390000,4239,2011,,ei,hyvä,oma,B2007,02660
11,Lintuvaara,"4 h, k, khh, kp...",ok,17600,565000,3210,1995,3/3,ei,hyvä,oma,,02660
12,Lintuvaara,"4h, k, s, erill...",rt,8500,368000,4329,1994,1/1,ei,hyvä,oma,E2018,02660
13,Lintuvaara,"4 h, k, s, kph,...",ok,12800,485000,3789,1994,-1/2,ei,hyvä,oma,,02660
14,Lintuvaara,"6 h, k, rt, s, ...",ok,23000,630000,2739,1997,-1/3,ei,hyvä,oma,C2018,02660
15,Lintuvaara,"5-6h, k, kph, p...",ok,17900,662000,3698,1998,-1/2,ei,hyvä,oma,,02660
16,Lintuvaara,"5-7h, k, kph, e...",ok,14400,660000,4583,2010,-1/2,ei,hyvä,oma,C,02660
17,Lintuvaara,5h+k+2kph+s+khh...,ok,13900,731675,5264,2011,,ei,hyvä,oma,A2007,02660
18,Lintuvaara,4h+k+s+2 kph+2 ...,ok,10100,423000,4188,1998,2/2,ei,hyvä,oma,,02660
19,Lintuvaara,"4h, avok, sauna...",rt,9050,340000,3757,1997,1/2,ei,hyvä,oma,A2013,02660
20,Lintuvaara,"4h, k, s",ok,13000,335000,2577,1957,2/2,ei,tyyd.,oma,,02660
21,Lintuvaara,"4h, k, sauna/kp...",rt,9050,337000,3724,1997,1/2,ei,hyvä,oma,A2013,02660
22,Lintuvaara,4h+k+saunaos.+a...,ok,13000,408000,3138,1988,3/3,ei,hyvä,oma,,02660
23,,,,,,,,,,,,,02660
0,,,,,,,,,,,,,02680
1,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,02680
2,"Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.",02680
3,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,02680
4,Painiitty,"3h, k, s, teras...",kt,7000,330000,4714,2016,1/3,on,hyvä,,C2013,02680
5,Painiitty,"3h, avok, kph, ...",kt,6700,315000,4701,2014,1/2,ei,hyvä,oma,C2013,02680
6,Uusmäki,3h+k+kph+ulkova...,rt,7400,227900,3080,1964,1/1,ei,hyvä,oma,,02680
7,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,02680
8,Uusmäki,"4h, k, s",ok,9300,530000,5699,2017,-1/2,ei,hyvä,oma,C,02680
9,Uusmäki,,ok,15200,400000,2632,1958,3/3,ei,tyyd.,oma,B2018,02680
10,Uusmäki,5h+k+kph/s/apuk...,ok,15800,506000,3203,2016,2/2,ei,hyvä,vuokra,B2018,02680
11,Uusmäki,"4h, k, kph, s, ...",rt,9300,390000,4194,2000,1/1,ei,hyvä,oma,D2007,02680
12,Uusmäki,"4h,k,s,khh,eril...",rt,9300,380000,4086,2000,1/1,ei,hyvä,oma,D2007,02680
13,Uusmäki,"6h, k, s, 2kph,...",ok,16000,672500,4203,2006,-1/2,ei,hyvä,oma,B2018,02680
14,,,,,,,,,,,,,02680
0,1,1,1,1,1,1,1,1,1,1,1,1,02700
1,,1,,,,,,,,,,,02700
2,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,02700
3,Kauniainen,1h+avokeitti...,kt,4300,164000,3814,1990,2/4,on,hyvä,oma,C2013,02700
4,Kauniainen,"1h, kt, parveke",kt,3050,174000,5705,2019,2/5,on,hyvä,,C2018,02700
5,Kauniainen,"1h, kt, parveke",kt,3050,151812,4977,2019,2/5,on,hyvä,,C2018,02700
6,Kauniainen,autohallipaikka,kt,1400,33000,2357,2019,1/1,on,hyvä,oma,B,02700
7,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,02700
8,Kauniainen,"2h, kt, s, lasi...",kt,4950,234000,4727,2014,3/5,on,hyvä,oma,B2018,02700
9,Kauniainen,"2h, kt, lasitet...",kt,5450,365000,6697,2019,2/5,on,hyvä,oma,B2018,02700
10,Keskusta,"2 h, k, kh, vh,...",kt,5550,238000,4288,1966,2/4,on,tyyd.,oma,E2013,02700
11,Kauniainen,"2h, kt, lasitet...",kt,4550,295000,6484,2019,1/5,on,hyvä,oma,B2018,02700
12,Kauniainen,"2h, kt, lasitet...",kt,5450,385000,7064,2019,3/5,on,hyvä,oma,B2018,02700
13,Kauniainen,"2h, kt, lasitet...",kt,5450,390000,7156,2019,3/5,on,hyvä,oma,B2018,02700
14,Kauniainen,"2h, kt, lasitet...",kt,5450,339000,6220,2019,1/5,on,hyvä,oma,B2018,02700
15,Kauniainen,"2h,k,kh,parveke",kt,4700,223500,4755,1968,3/3,on,tyyd.,oma,E2007,02700
16,Kauniainen,"2h,k,s, lasitet...",kt,6050,290000,4793,2002,3/3,on,hyvä,oma,E2007,02700
17,Kauniainen,"2h, kt, lasitet...",kt,4550,312000,6857,2019,1/5,on,hyvä,oma,B,02700
18,Kauniainen,2h+avokeitti...,kt,4600,221500,4815,2012,2/4,on,hyvä,oma,C2013,02700
19,Kauniainen,2 h+k+s,kt,6400,350000,5469,2009,4/6,on,hyvä,oma,B2007,02700
20,Kauniainen,"2h, kt, lasitet...",kt,5450,405000,7431,2019,4/5,on,hyvä,oma,B,02700
21,Kauniainen,"2h,k,pareke",kt,5950,222900,3746,1975,1/3,ei,tyyd.,oma,,02700
22,Kauniainen,"2h, kt, lasitet...",kt,5450,349000,6404,2019,1/5,on,hyvä,oma,B,02700
23,Kauniainen,2h+k,kt,5840,235000,4024,1967,3/3,ei,hyvä,oma,D2007,02700
24,Kauniainen,"2h, kt, lasitet...",kt,4800,385000,8021,2019,4/5,on,hyvä,oma,B,02700
25,Kauniainen,2h+k+kph+parveke,kt,5700,225000,3947,1970,2/3,on,tyyd.,oma,E,02700
26,Kauniainen,2 h+k+kph+parveke,kt,5300,228000,4302,1964,2/3,ei,hyvä,oma,F,02700
27,Kauniainen,"2h, kt, lasitet...",kt,4550,305000,6703,2019,2/5,on,hyvä,oma,B,02700
28,Kauniainen,"2h, kt, lasitet...",kt,5450,369000,6771,2019,2/5,on,hyvä,oma,B,02700
29,Kauniainen,"2h, kt, lasitet...",kt,4800,369000,7688,2019,4/5,on,hyvä,oma,B,02700
30,Kauniainen,"2h, kt, lasitet...",kt,5450,415000,7615,2019,4/5,on,hyvä,oma,B,02700
31,Kauniainen,"2h, kt, lasitet...",kt,4550,312000,6857,2019,1/5,on,hyvä,oma,B,02700
